track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1lsBTdE6MGsKeZCD6llNu7,0.856,0.632,6,-3.692,0,0.074,0.193,0,0.0688,0.697,112.009,4
4Iedi94TIaB2GGb1nMB68v,0.856,0.564,6,-6.295,0,0.392,0.00327,0,0.134,0.483,77.972,4
2XIc1pqjXV3Cr2BQUGNBck,0.856,0.618,7,-4.892,1,0.286,0.0303,0,0.0866,0.391,81.993,4
3tZm76otWH20xzJC7icHCk,0.856,0.755,10,-5.691,1,0.0331,0.355,0.000621,0.145,0.842,123.883,4
44DNRbTlkVXL80mZa2XwZl,0.856,0.719,10,-6.519,0,0.0746,0.0389,9.03E-06,0.0935,0.37,146.032,4
1jElARD88yuAs5Q30infGd,0.856,0.509,11,-7.041,1,0.0346,0.00807,0,0.0592,0.863,107.91,4
5rLnRYky5ktJYGUMAmqeWx,0.856,0.804,1,-6.148,1,0.231,0.311,0,0.322,0.83,107.377,4
5f5r2N4Lp9WoULWPH9zp2W,0.856,0.572,1,-8.429,1,0.373,0.0136,1.55E-06,0.121,0.454,82.445,4
2tPcTFiQF9MbVUyjZ3zDhA,0.856,0.653,1,-5.324,1,0.143,0.178,0,0.193,0.471,97.017,4
79iXlNKJEGyQRlPwlUKwh8,0.15,0.525,2,-9.4,1,0.0549,0.000101,0.373,0.199,0.0378,180.107,4
3YmHNOqtLsyg2nTlrapWcd,0.3,0.513,4,-6.135,1,0.0304,0.283,3.88E-06,0.138,0.194,138.314,3
1rls1uw64JiGI2O7MZABWj,0.3,0.643,11,-6.164,0,0.0366,0.0063,1.81E-06,0.147,0.211,108.798,4
4ckQIgBy1gVeevf7UAereE,0.425,0.372,0,-10.92,1,0.03,0.861,0.0148,0.0733,0.292,79.456,4
4eOJxoVUcN0kFX3ymAoREV,0.425,0.686,4,-8.213,0,0.134,8.71E-05,0,0.281,0.468,106.695,5
1mx5Q2cmOzUUjEURXbJNOB,0.425,0.543,4,-5.179,1,0.0284,0.609,0.00201,0.313,0.316,136.537,4
6LCEyZZHFF4ebF1Mike1s5,0.425,0.554,6,-4.145,1,0.0298,0.134,8.56E-05,0.0963,0.288,83.917,4
2fSsECYZZYs6CnmF7y7rL2,0.425,0.372,11,-8.324,0,0.043,0.86,0,0.293,0.391,124.469,4
154grZhOoDf2FDTnS2BpK6,0.6,0.44,0,-10.79,1,0.0291,0.332,0,0.148,0.381,80.334,4
24G9unJcgg98i678VyoXXI,0.6,0.423,2,-8.193,1,0.0264,0.579,0.00213,0.121,0.278,129.581,4
5ME7AGe4wFH0KVaJ5NUBJs,0.6,0.718,2,-10.526,1,0.0316,0.00975,0.952,0.099,0.437,160.001,4
3qOn1dKt9uBX2csZTfWAs0,0.6,0.827,3,-7.586,0,0.0289,0.0326,0.214,0.113,0.843,124.984,4
4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,4
63SevszngYpZOwf63o61K4,0.6,0.688,5,-8.339,0,0.201,0.159,1.29E-05,0.409,0.0793,99.977,4
0aoOyPtOvWQs6BnGnbFUlj,0.6,0.597,6,-8.8,1,0.162,0.12,0,0.0772,0.476,81.752,4
6tFeZgmfkspHPH33MWe3m0,0.6,0.787,6,-5.163,1,0.0366,0.043,0,0.358,0.608,127.977,4
514rhnksEwHUh6LxXsQ4Y9,0.6,0.683,6,-6.271,1,0.049,0.097,1.35E-06,0.11,0.489,102.036,4
2nKvLnpExkH7Mfc14c6a7H,0.6,0.56,8,-6.311,1,0.0325,0.479,0,0.111,0.417,139.469,4
6z7fZRrQfOH3ZjWEkC4QhC,0.6,0.938,8,-3.806,1,0.0821,0.0173,0,0.355,0.469,144.951,4
1T8PwF3JhIiWwBhun23RNe,0.6,0.624,8,-3.631,1,0.0334,0.385,0,0.125,0.529,90.036,4
2gSh6B45bWv4gDOhawR8C2,0.6,0.636,8,-5.732,1,0.0939,0.279,0,0.451,0.351,86.997,4
6ZSO7kPn8IMJFymyticbJO,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,5
6Ec5LeRzkisa5KJtwLfOoW,0.6,0.537,9,-7.777,0,0.0362,0.0468,0.0038,0.206,0.126,90.061,4
00FU5uypELwgQuM9IbFC6G,0.6,0.583,9,-6.617,0,0.281,0.0918,0,0.0992,0.763,126.517,5
4j6GMcVcqZf1r0GDqMtYp6,0.6,0.698,9,-5.86,1,0.0355,0.0724,1.64E-06,0.113,0.57,140.032,4
50nzorQ9gi2md8UpFi8aJT,0.6,0.867,10,-5.394,1,0.0367,0.0072,6.25E-05,0.116,0.619,118.032,4
38BgRP0EX5p0sBj0fFhqN9,0.6,0.885,11,-6.21,0,0.393,0.0157,6.02E-06,0.856,0.736,105.003,4
04U2cpsgNwzRyRSkM9WH1d,0.6,0.916,11,-3.071,0,0.0374,0.00504,0,0.27,0.442,104.091,4
3Q6T5Xwf39j9HTQwUZERMT,0.6,0.792,11,-4.044,0,0.0645,0.121,0,0.158,0.718,97.522,3
6uVzeU47Qzg0rrMneP5BNg,0.6,0.851,11,-4.645,1,0.0389,0.00556,1.11E-05,0.0891,0.724,98.007,4
0nAZGkBGKQCXyaoSJfRhC1,0.6,0.482,1,-11.596,1,0.0701,0.512,0.000104,0.115,0.323,121.909,4
44IXD2J5yyr7PpOZzz2cmQ,0.6,0.41,1,-10.788,0,0.395,0.841,0,0.433,0.312,104.337,4
5jSAfX8SJVD5uzFyLlTVwo,0.6,0.629,1,-6.949,0,0.224,0.417,2.23E-06,0.041,0.865,90.681,4
48JAAdtKgOQ4u4QRER6bJX,0.6,0.556,1,-7.294,1,0.026,0.624,0.00735,0.0837,0.233,105.957,4
5X3ahLXhOw16BR09GjYPUT,0.6,0.792,1,-5.894,1,0.0516,0.00321,4.84E-05,0.315,0.399,80.059,4
08ljt6NCNAgewQaMya1URa,0.6,0.592,1,-4.947,1,0.0545,0.0191,0,0.0955,0.0663,130.205,4
23qDMWnwf8p0pr5slljB6i,0.725,0.733,0,-6.66,1,0.0242,0.508,0,0.173,0.843,100.311,4
1KtD0xaLAikgIt5tPbteZQ,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,4
4bTZeO72FwMa6wKOiqoynL,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14E-06,0.0602,0.763,175.988,4
1ndGB6rvxKYN9seCYO1dTF,0.725,0.803,2,-4.083,1,0.0337,0.013,3.66E-05,0.0891,0.403,117.391,4
1yTfczdv9qGCfJpZF3y4yQ,0.725,0.595,2,-5.243,1,0.05,0.0932,0,0.22,0.248,91.795,4
6FiySur7YZL0Kff2YVGsEB,0.725,0.79,3,-4.773,0,0.327,0.346,0,0.195,0.815,157.99,4
6glsMWIMIxQ4BedzLqGVi4,0.725,0.64,5,-7.905,0,0.332,0.0281,0,0.099,0.915,166.028,3
25AEevSO1lu4EKMIP5Sy5p,0.725,0.696,5,-4.947,0,0.041,0.0222,1.20E-06,0.108,0.443,147.014,4
35Dh5MnCUPLN3XyAVtQff3,0.725,0.668,5,-7.286,0,0.055,0.0932,2.33E-06,0.112,0.566,82.966,4
3DwoQNhaFD3mCKh93w2MHH,0.725,0.708,6,-5.21,1,0.219,0.152,0,0.0887,0.586,90.594,4
2A69wys3S9uiPSmn6UZWJn,0.725,0.438,6,-9.602,1,0.0575,0.593,0,0.0842,0.76,83.984,4
4yDKPeWA3rJiCNbPALWJjN,0.725,0.795,7,-5.291,1,0.205,0.113,0,0.258,0.852,75.012,4
1m2xMsxbtxv21Brome189p,0.725,0.487,8,-5.959,0,0.0368,0.26,1.09E-05,0.431,0.599,136.086,4
55oovDrYcI8EzQxg7mHVrD,0.725,0.822,9,-10.059,1,0.0402,0.011,0,0.0938,0.581,127.971,4
1sQrCwV8vvtYLqa0KQlwE9,0.725,0.625,9,-7.595,0,0.0741,0.318,0,0.0825,0.845,132.108,4
6FwiZxKXipsyGw2CVZOzol,0.725,0.503,10,-5.646,1,0.209,0.0144,1.52E-06,0.124,0.0636,153.047,4
2vmfvSoZBFAt9hhRoEByLi,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,4
1O8zCu3dLLPxkbGfIsbRgE,0.725,0.744,1,-5.827,0,0.153,0.0975,0,0.124,0.701,171.834,4
1OjmlSFuzYflWjSMTCyTJv,0.725,0.571,1,-6.007,1,0.102,0.0183,0,0.0519,0.61,146.035,4
0tdjTo4xacmmF7eINqaM8z,0.725,0.431,1,-5.988,0,0.0707,0.0011,0,0.14,0.199,174.083,4
2ES75ADP1RR9TQmYqtDtyB,0.725,0.638,1,-4.906,1,0.204,0.00838,0,0.104,0.316,119.795,5
6ElfCM1XppU0YWkkFYh4s2,0.85,0.658,0,-5.558,1,0.221,0.139,0,0.063,0.832,144.445,4
0cVyQfDyRnMJ0V3rjjdlU3,0.85,0.699,0,-3.292,1,0.0776,0.152,0,0.32,0.915,114.481,4
00RYiT3a2lNQ1wTKBQXWSw,0.85,0.687,0,-5.995,0,0.308,0.213,0,0.0724,0.502,149.989,4
3wQaW4rEZe7AaDrlrX4eDy,0.85,0.58,2,-8.156,1,0.0563,0.0171,1.41E-06,0.072,0.321,93.018,4
0wshkEEcJUQU33RSRBb5dv,0.85,0.427,5,-8.367,0,0.319,0.0467,0,0.373,0.457,142.162,4
4UkUxO2WlKLc0Q1iEutGGh,0.85,0.562,5,-7.863,1,0.0724,0.169,3.23E-06,0.104,0.293,122.029,4
1cdGZJf8i5T0HbsrEEzxZe,0.85,0.585,6,-6.451,1,0.245,0.463,0,0.079,0.84,100.388,4
6nu35hLc8zsA9bwBpcuf5L,0.85,0.509,6,-9.637,0,0.378,0.147,0,0.0759,0.763,134.9,4
7y3UD9f9vnhR3LXIGml1dN,0.85,0.711,7,-5.588,1,0.279,0.00308,0,0.366,0.354,170.072,4
1C2Q3AymKS17bw7T5gfq6p,0.85,0.674,7,-7.981,0,0.0373,0.309,0.000645,0.0356,0.74,115.005,4
3Gf5nttwcX9aaSQXRWidEZ,0.85,0.7,7,-6.49,1,0.0478,0.0607,1.66E-06,0.244,0.724,101.875,4
5tFep7dXGd7vEJ668wTPux,0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976,4
6Poyf51k7W3NKnsGwAI90B,0.85,0.787,8,-4.134,0,0.338,0.313,0,0.194,0.7,87.983,4
0Fpen1PTuEnCmOJtUU9Iud,0.85,0.785,8,-4.963,0,0.345,0.0367,0,0.155,0.718,145.063,4
35ffVv9x4mtzBh5rF1K9sP,0.85,0.731,9,-6.705,0,0.193,0.231,0,0.0886,0.822,134.005,4
2ZDxfuXmTIRCdXChbtHpW9,0.85,0.675,10,-7.915,0,0.0442,0.0107,0,0.0914,0.816,131.996,4
41a7dZcq30Ss5kPMayWRV0,0.85,0.473,10,-5.747,0,0.209,0.117,0.0103,0.108,0.38,85.454,4
3NJY0tEc4vLzjxkx4jMqor,0.85,0.488,11,-13.306,0,0.0642,0.0155,0.884,0.0541,0.113,127.979,4
38RIEav39FGi86jppxO0du,0.85,0.536,1,-5.161,1,0.0599,0.267,3.89E-05,0.0996,0.505,96.029,4
6GtMaEfcLyzwfglzSlqzyX,0.211,0.498,6,-5.391,1,0.028,0.447,7.72E-05,0.159,0.362,99.428,4
5QeivzKoEZiwLasgVoCe9o,0.211,0.255,9,-12.964,1,0.0328,0.923,0.00383,0.405,0.226,85.841,4
1JJOL5EhixrtlbXDWKS0yj,0.422,0.519,0,-5.531,1,0.0339,0.549,0,0.102,0.358,179.811,4
1uVll3x5QBjHNEwU6ENwTy,0.422,0.904,0,-4.531,1,0.102,0.02,4.49E-06,0.686,0.32,163.929,4
1dB1kzLOjTcmSHttRd8bnV,0.422,0.345,0,-6.365,1,0.0345,0.879,1.15E-05,0.149,0.224,78.293,4
0iufOeur7VOffzvM1U35QN,0.422,0.836,3,-4.088,1,0.0361,0.000251,0.00166,0.351,0.165,154.013,4
6E1DcEzZ4ESfkrWL3bSFXJ,0.422,0.491,6,-5.703,1,0.368,0.195,0,0.142,0.67,184.344,5
07IzLNKVhhGrLQ971uezZ8,0.422,0.248,7,-9.014,1,0.0357,0.862,0,0.109,0.302,98.127,3
5ueUywJbmAZY2MF9hdJS2y,0.422,0.791,7,-4.457,1,0.0417,0.319,3.12E-06,0.257,0.305,168.64,4
3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,4
0HFrCOmhCYXlv4NdEwRAuj,0.422,0.641,10,-4.947,0,0.323,0.422,0,0.317,0.654,187.027,3
1w6kG4Rc29m5EherbvpkF5,0.422,0.52,11,-10.231,1,0.343,0.00204,0.00413,0.411,0.184,189.63,4
6AAmQM86SXxAq28rST7yjG,0.422,0.254,11,-9.302,1,0.0291,0.911,0,0.275,0.0848,110.887,4
3bH2Eu9A9ymI4UnGHRmoXg,0.594,0.935,0,-2.018,1,0.0357,0.243,2.36E-06,0.102,0.602,113.99,4
23Lyy7ZXRvzfgH4JtDkKrX,0.594,0.527,0,-9.335,1,0.0335,0.121,0,0.234,0.692,172.712,4
7kMfu3KUydmrFVGEAhjtyl,0.594,0.874,0,-3.716,1,0.0815,0.0116,0,0.549,0.628,119.964,4
2eqOjSC8dY1iFrQiJGPDOX,0.594,0.73,0,-4.638,0,0.159,0.0408,0.000164,0.715,0.378,133.88,4
6ie2Bw3xLj2JcGowOlcMhb,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55E-06,0.0879,0.253,128.942,4
40mjsnRjCpycdUw3xhS20g,0.594,0.676,2,-5.808,1,0.344,0.135,0,0.163,0.472,143.477,4
7Ce11Oh1kConF6UlkBWnaZ,0.594,0.6,2,-6.712,1,0.0498,0.306,0,0.149,0.5,145.967,4
3vUn7FE3ZaQgJmkhIrIirF,0.594,0.51,4,-9.621,1,0.0383,0.047,7.27E-05,0.0959,0.368,141.979,4
1Knctxx9vGZxpZfF66BIEa,0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,4
2c6xRsQBv7pynuhYhWoHxo,0.594,0.37,4,-10.561,0,0.173,0.749,3.20E-05,0.132,0.329,145.601,4
2shSwyk8jmYnfedaOvQpU4,0.594,0.506,5,-5.487,1,0.0267,0.446,0,0.0616,0.268,135.809,4
6Eu31gddWw0gOGO506pJYA,0.594,0.712,5,-4.418,1,0.0273,0.04,0,0.309,0.476,99.972,4
3Wx98ijEDnsxyMYePCuFNI,0.594,0.913,6,-2.372,0,0.255,0.655,0,0.423,0.897,80.302,4
5pyB5WEAEwqwl18UaBLeBl,0.594,0.601,6,-5.996,1,0.029,0.122,5.69E-06,0.181,0.531,131.931,4
1dp8aQANyTRKssDeAYPiZe,0.594,0.679,7,-3.702,1,0.345,0.484,7.83E-06,0.114,0.66,106.726,5
7ELPiYjcp2DjvbrKdqcAx1,0.594,0.858,7,-5.933,1,0.297,0.0275,0,0.398,0.486,187.81,4
3bshjjlr63HkgFFxdA8mvg,0.594,0.601,8,-9.036,1,0.0312,0.54,0.004,0.0526,0.66,136.11,4
6lzc0Al0zfZOIFsFvBS1ki,0.594,0.713,9,-5.314,1,0.0503,0.000328,0,0.114,0.328,129.958,4
5YUyW9opqNsMSEzzecZih1,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,4
7c223RltkvhN8wrxIqspM5,0.594,0.977,10,-4.193,0,0.0647,0.0597,3.49E-06,0.309,0.793,131.98,4
4b1yxSdlumA8N4fEk4UOZp,0.594,0.628,1,-6.345,1,0.359,0.12,0,0.0582,0.556,141.391,4
4OssqCixV2Xsxd43wMIQyS,0.594,0.811,1,-5.746,1,0.159,0.189,0,0.339,0.311,148.144,4
1RMRkCn07y2xtBip9DzwmC,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22E-06,0.156,0.643,129.925,4
17Q87zeXgsAi9iQQbMu9v0,0.594,0.46,1,-7.607,1,0.382,0.00354,2.71E-05,0.147,0.0541,146.274,4
5WQQIDU3HRaMyPkob8mpFb,0.719,0.847,0,-6.34,0,0.0919,0.00201,0.0204,0.221,0.443,127.96,4
3nqQXoyQOWXiESFLlDF1hG,0.719,0.454,2,-7.384,1,0.0707,0.0138,4.83E-06,0.318,0.224,131.007,4
38NtFDymfkjqIOWwY3fQsu,0.719,0.41,2,-7.166,1,0.0374,0.0617,0.0636,0.269,0.76,90.462,4
0Q45S96loRZtRPZYFaNqB0,0.719,0.795,2,-3.787,1,0.0246,0.131,0,0.111,0.802,98.028,4
6wH3AP7b01vpzKYRJhreMy,0.719,0.757,2,-5.167,0,0.0849,0.137,0,0.129,0.489,147.024,4
5vGLcdRuSbUhD8ScwsGSdA,0.719,0.648,3,-7.6,0,0.125,0.2,0,0.127,0.66,140.201,4
5E4rMq6dDmh4af9mmieUYn,0.719,0.629,5,-11.132,1,0.0297,0.00919,0,0.13,0.766,123.006,4
2oAe7YmsHv0LkL6l4Y0awo,0.719,0.975,5,-3.721,1,0.14,0.503,0.115,0.0731,0.929,168.04,4
5ik5nMy8vdS2rXe7SAGt2K,0.719,0.477,6,-6.439,0,0.178,0.0326,0,0.218,0.297,140.141,4
48EjSdYh8wz2gBxxqzrsLe,0.719,0.615,6,-5.972,1,0.045,0.408,0.000147,0.235,0.465,96.988,4
1RbnH7qjUyWJWh8kjFIYNw,0.719,0.833,7,-4.879,1,0.168,0.124,0,0.272,0.609,82.776,4
208bYsadJ56km31IENM2qS,0.719,0.546,7,-10.239,1,0.032,0.243,0.00844,0.181,0.669,117.925,4
5BJSZocnCeSNeYMj3iVqM7,0.719,0.935,7,-3.752,1,0.0589,0.167,0,0.0974,0.737,120.022,4
5raTDhlbxFDnpn89bxArdH,0.719,0.611,7,-5.01,0,0.0403,0.0582,0,0.155,0.489,129.962,4
0QTCTu0CXv4X1JEE4gNpGv,0.719,0.665,8,-8.589,1,0.0331,0.15,0.00092,0.144,0.763,96.999,4
13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21E-06,0.12,0.786,130.027,4
5Lgqu1th1KqlG97OF2gWGe,0.719,0.626,8,-9.351,1,0.397,0.0607,0,0.0728,0.179,75.032,4
7Dx9Z6Aon1qPS2N0rHSWTe,0.719,0.607,8,-5.156,1,0.165,0.08,0,0.125,0.464,128.006,4
5YnxnTS89l3FElIwfIAeSs,0.719,0.598,9,-6.254,1,0.077,0.232,0,0.115,0.303,142.592,4
4inPxqHrj9VmjLx5JCDCV4,0.719,0.756,10,-4.385,1,0.0356,0.0272,0,0.191,0.863,126.011,4
5jzKL4BDMClWqRguW5qZvh,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34E-06,0.134,0.591,120.012,4
1M5Mb38gVMh39zcAPSAC7A,0.719,0.521,10,-5.661,1,0.0698,0.275,0,0.11,0.828,80.537,4
2xLOMHjkOK8nzxJ4r6yOKR,0.719,0.674,11,-5.122,1,0.0681,0.0879,3.75E-06,0.112,0.843,125.992,4
4e0FYxSROat25pH16zMTZI,0.719,0.538,11,-6.897,0,0.28,0.632,0,0.135,0.803,204.132,4
7z73ehYAn9O1XP9XlCqVtd,0.719,0.616,1,-3.951,1,0.0395,0.00683,3.11E-05,0.0742,0.625,124.963,4
7qtzFO7XuvNiSp5Xn7juqZ,0.844,0.512,0,-7.864,0,0.0959,0.736,0,0.0897,0.87,108.992,4
0DW5anNzTO7h0OlKqFsVQ6,0.844,0.846,7,-5.167,1,0.176,0.00487,0,0.0784,0.91,144.079,4
45euROxELkNSxSsti0aja5,0.844,0.355,7,-7.845,1,0.0827,0.0078,0.00336,0.0562,0.165,92.017,4
3A8pzjcWgAHry1Ix19z7ip,0.844,0.457,8,-6.859,1,0.0422,0.37,4.88E-06,0.0768,0.594,90.022,4
6V20oVETqPBJ4suIEoEkIY,0.844,0.641,8,-4.893,0,0.363,0.014,3.27E-06,0.289,0.213,156.928,4
2Sy3dDqPwjnTO3PnommJPe,0.844,0.637,10,-6.072,0,0.0325,0.22,0,0.0459,0.96,125.012,3
17fCb9V3l6TDdZgITI2JxB,0.844,0.566,11,-6.124,1,0.211,0.0425,0,0.153,0.899,85.013,4
0Rx0DJI556Ix5gBny6EWmn,0.844,0.644,11,-6.273,0,0.0479,0.0828,0,0.113,0.591,122.061,4
5ZWNnO9MyPfGrUHiGWHESB,0.844,0.722,1,-5.178,0,0.264,0.011,0,0.105,0.67,146.976,4
0X4lKKXNQz7cds7ep89z2b,0.844,0.599,1,-3.939,0,0.287,0.0369,0,0.141,0.784,97.195,4
4AYX69oFP3UOS1CFmV9UfO,0.844,0.601,1,-5.283,1,0.157,0.0205,0,0.385,0.331,73.989,4
2PsZsnqSMXt4oKi0xHVvgF,0.844,0.699,1,-5.794,1,0.335,0.191,0,0.194,0.753,132.955,4
7pMRoGLEJuFM2wl5pt0R99,0.844,0.513,1,-8.769,1,0.336,0.178,0,0.0845,0.344,128.085,4
0QIX9BS0AUCQcHYvyrsMkV,0.294,0.407,0,-11.576,1,0.0308,0.0262,0.000186,0.0852,0.0377,100.985,4
7jeKc9NVwimgsAsCM9Fnkx,0.419,0.655,0,-6.679,1,0.247,0.0571,0,0.0962,0.354,76.835,3
5glU2EWqa5hpYqGPboSNjV,0.419,0.817,2,-4.704,1,0.0468,0.0243,0,0.251,0.317,78.107,4
7IALMJlkjCSc0brxaQnCbV,0.419,0.8,2,-3.675,1,0.0398,0.094,0,0.291,0.265,148.133,4
0Vx5HrgZHaXz03iu6eQP4g,0.419,0.637,6,-5.552,1,0.0328,0.0409,0,0.13,0.212,148.134,4
2ejt6exJRE2bXPfp37Xi8w,0.419,0.785,10,-4.483,0,0.0313,0.0289,0,0.0799,0.332,152.053,4
13xxBnXOuiBxVxJI458B0i,0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069,4
4dTVgHZFPlaq9nPbLVVLSG,0.588,0.751,0,-7.588,1,0.0328,0.00174,6.57E-05,0.353,0.52,136.979,4
2BrzlUj1u1CtvaJDGIKpsP,0.588,0.471,0,-7.287,1,0.0577,0.592,0.00146,0.0733,0.209,152.881,4
5N4erncE7kuUccm7zEmwzk,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33E-06,0.338,0.505,118.159,4
5svL1PkWw8hPEAOdTNLexy,0.588,0.856,0,-5.288,0,0.0648,0.00128,2.78E-06,0.109,0.359,150.008,4
1XoANQIq3IKd0YsZTDd4RR,0.588,0.515,2,-7.162,0,0.413,0.034,0,0.223,0.252,106.482,5
7myWs0kcLWtbBrARHi3GoL,0.588,0.667,2,-8.969,1,0.0276,0.00113,0.506,0.172,0.292,144.971,4
2jwaErbghhcia4JqUYWz3g,0.588,0.891,2,-3.197,1,0.0365,0.0644,0,0.149,0.758,131.953,4
3ZS81p0k0jf3BgBZC9Flk7,0.588,0.531,2,-8.546,1,0.0334,0.476,0.931,0.11,0.201,142.001,4
6FIq5mbryyYf1voUrjyPiL,0.588,0.702,3,-5.295,1,0.0269,0.316,0,0.189,0.597,106.052,4
11EX5yhxr9Ihl3IN1asrfK,0.588,0.622,4,-5.535,1,0.0303,0.0906,0.000633,0.2,0.229,107.942,4
1xYpVRspgaLxdJLOTQkTjg,0.588,0.567,4,-3.738,0,0.0628,0.221,0,0.135,0.113,150.009,4
2Ej3iV0nulryy9S3UQvjSx,0.588,0.845,5,-4.973,1,0.0352,0.143,0.000186,0.0846,0.816,150.119,4
7H2TYuu6OmqkxQD3LIZRC7,0.588,0.828,5,-3.309,0,0.0538,0.00298,0.00203,0.644,0.938,191.874,4
6Qpfsw8OS5HW5XxgmXYLWS,0.588,0.931,6,-3.925,1,0.0318,0.00411,0,0.345,0.625,105.027,4
1PJRDeZSoZk7gtisdTYfLi,0.588,0.927,6,-4.776,0,0.113,0.000305,3.83E-05,0.195,0.652,93.571,4
0YGQ3hZcRLC5YX7o0hdmHg,0.588,0.461,6,-8.686,0,0.161,0.237,1.54E-05,0.0913,0.659,200.053,4
2gnZad0pb6QtUqMLTj2AjI,0.588,0.845,6,-4.497,1,0.0377,0.00869,0,0.326,0.745,138.014,4
6zy6JNfrc4ve2M6xmhadLV,0.588,0.905,6,-3.315,1,0.0548,0.0714,0,0.171,0.43,108.75,3
0a4ZGSRZOgspQy2HYzU82l,0.588,0.664,7,-5.18,1,0.159,0.043,4.30E-05,0.639,0.333,106.502,4
1WnqWQcWcuQbVzgE7ecfCY,0.588,0.793,7,-6.23,1,0.0794,0.466,0.000647,0.913,0.694,76.997,5
7MOCaEUbfGyq1K96umNVwJ,0.588,0.39,8,-7.753,1,0.0578,0.726,1.26E-05,0.0965,0.206,96.571,4
4BO4uejGfd1bQb1BSBxMuL,0.588,0.891,8,-3.411,1,0.03,0.104,0,0.077,0.413,86.998,4
7LSpFCvRZZot2AlmkUzy9k,0.588,0.88,9,-6.117,0,0.0747,0.0976,0.000167,0.767,0.242,96.003,3
1QxxBUAx42J8pIFYJJR880,0.588,0.576,9,-5.82,1,0.0543,0.369,0,0.105,0.226,122.081,4
2nG54Y4a3sH9YpfxMolOyi,0.588,0.856,9,-5.242,0,0.0316,0.000818,0.0739,0.238,0.635,96.966,4
4LkT6eAaE0ewY21VHfKoBv,0.588,0.402,10,-10.812,1,0.251,0.181,0,0.121,0.216,175.667,4
6j5BK1cFX9TjJd5EXHGgAn,0.588,0.836,10,-4.036,0,0.0367,0.0279,0,0.0903,0.236,170.061,4
6qzgPGToY6vUtEAYfZLl14,0.588,0.353,10,-9.465,1,0.0372,0.588,0,0.129,0.516,109.479,4
4QKdiLnJ2fnvfLPUldoryF,0.588,0.809,11,-6.327,0,0.412,0.0235,0,0.324,0.696,103,4
4Nomj38R7Ds0P8I8orW2Tv,0.588,0.847,11,-4.734,0,0.0675,0.0145,0,0.436,0.38,99.058,4
6TpyujRefwsflWFXbmjVpj,0.588,0.55,1,-5.878,1,0.0269,0.166,8.67E-06,0.11,0.39,115.01,4
2Cvdv8AWXuikxnLrMs5I13,0.588,0.916,1,-4.573,0,0.0373,0.00179,0.000646,0.295,0.768,110.045,4
2BepFzUWfczDk68DXj10w3,0.588,0.555,1,-9.401,1,0.0334,0.447,0,0.0806,0.445,151.991,4
4xInIiKipU1mtUogJ3ZdYr,0.588,0.684,1,-5.154,1,0.0288,0.511,0,0.141,0.12,85.993,4
23luOrEVHMfoX0AhfbQuS6,0.588,0.479,1,-7.039,1,0.281,0.604,7.20E-06,0.527,0.434,150.414,4
0lIHz63qelEXD9DALn5Qv6,0.713,0.17,0,-13.342,0,0.0794,0.875,0.897,0.0833,0.365,149.989,4
6ihObRBTB8xdSH2mlERtOX,0.713,0.734,0,-4.894,0,0.325,0.548,0,0.0687,0.89,172.872,4
6OGTrkbMrBdeIyOK4tjHSm,0.713,0.663,0,-3.749,1,0.0386,0.607,0,0.255,0.903,79.004,4
4dvObSfgu2fiKIxcZxTaPs,0.713,0.496,0,-13.508,1,0.339,0.0164,0.229,0.0369,0.775,195.8,4
0oF9jpn0n8afMpbHKgRd6J,0.713,0.792,0,-5.957,1,0.0467,0.103,0.00052,0.0698,0.81,139.976,4
5qgAvjSTbjkTfICvUMH9WS,0.713,0.707,0,-4.582,1,0.0715,0.00219,0.0128,0.111,0.638,124.984,4
4paAidoE8VAemwU4jgCc6l,0.713,0.62,0,-4.513,1,0.0422,0.171,1.16E-06,0.118,0.206,130.09,4
7ancvwiSHq5uQSUCxW6IFY,0.713,0.57,2,-8.126,1,0.113,0.0425,0,0.131,0.155,159.99,4
5G2c6FsfTzgYUzageCmfXY,0.713,0.718,2,-3.806,1,0.0278,0.00233,0,0.0838,0.656,126.999,4
